latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
-13.052,25.529,315.2,1.2,1.1,2015-08-05, 0825,T,63,5.0,299.7,15.2
-13.212,26.535,311.6,1.1,1,2015-08-05, 0825,T,50,5.0,297.7,11.5
-13.878,31.152,317.4,1.2,1.1,2015-08-05, 0825,T,56,5.0,304.2,13.4
-13.924,31.503,325.3,1.3,1.1,2015-08-05, 0825,T,78,5.0,305,26.8
-13.106,25.743,325.1,1.2,1.1,2015-08-05, 0825,T,78,5.0,301.2,30.9
-13.108,25.754,312.9,1.2,1.1,2015-08-05, 0825,T,46,5.0,299.1,12.8
-13.456,28.019,330.2,1,1,2015-08-05, 0825,T,83,5.0,302.4,25.3
-13.936,31.44,318.2,1.3,1.1,2015-08-05, 0825,T,69,5.0,303.3,12.4
-13.33,27.06,312.3,1,1,2015-08-05, 0825,T,52,5.0,300.9,11.3
-13.332,27.069,311,1,1,2015-08-05, 0825,T,37,5.0,298,9.6
-14.387,34.878,314.7,2.3,1.5,2015-08-05, 0825,T,48,5.0,300.8,25.5
-13.482,28.005,323.5,1,1,2015-08-05, 0825,T,67,5.0,306,16
-13.931,31.167,310.7,1.3,1.1,2015-08-05, 0825,T,40,5.0,300.3,10.5
-12.756,23.322,313.2,1.7,1.3,2015-08-05, 0825,T,57,5.0,294.7,31.1
-13.059,25.194,310.7,1.3,1.1,2015-08-05, 0825,T,38,5.0,300.1,9.1
-13.967,31.363,322.3,1.3,1.1,2015-08-05, 0825,T,75,5.0,305.4,17.8
-12.918,24.246,311.1,1.4,1.2,2015-08-05, 0825,T,40,5.0,298.3,13.7
-13.479,27.865,317.9,1,1,2015-08-05, 0825,T,50,5.0,303.8,12
-13.481,27.874,317.5,1,1,2015-08-05, 0825,T,52,5.0,302.6,11.5
-13.488,27.864,335.5,1,1,2015-08-05, 0825,T,87,5.0,301.7,35.6
-13.504,27.846,317,1,1,2015-08-05, 0825,T,64,5.0,302.2,12
-13.585,28.33,326.8,1,1,2015-08-05, 0825,T,49,5.0,300.8,22.6
-13.593,28.32,324.3,1,1,2015-08-05, 0825,T,77,5.0,302.8,20.1
-13.601,28.309,327.8,1,1,2015-08-05, 0825,T,59,5.0,303.1,22.6
-13.602,28.318,324.1,1,1,2015-08-05, 0825,T,48,5.0,301.5,18.8
-14.159,32.37,318.3,1.5,1.2,2015-08-05, 0825,T,69,5.0,304.6,16.9
-13.57,27.855,320.7,1,1,2015-08-05, 0825,T,50,5.0,303.1,11.1
-13.571,27.864,332.7,1,1,2015-08-05, 0825,T,85,5.0,303.3,27.5
-14.064,31.321,318.2,1.3,1.1,2015-08-05, 0825,T,69,5.0,305.1,11.6
-13.58,27.862,320.1,1,1,2015-08-05, 0825,T,34,5.0,307.8,10.5
-12.7,22.206,321.3,2.1,1.4,2015-08-05, 0825,T,63,5.0,304.3,43.5
-12.703,22.225,325.9,2.1,1.4,2015-08-05, 0825,T,79,5.0,305.1,58.5
-13.511,27.334,324.1,1,1,2015-08-05, 0825,T,72,5.0,304,21.5
-14.371,33.634,314.6,1.9,1.3,2015-08-05, 0825,T,53,5.0,302,18.4
-12.704,22.218,326,2.1,1.4,2015-08-05, 0825,T,79,5.0,305.5,61.1
-12.707,22.236,319.8,2,1.4,2015-08-05, 0825,T,72,5.0,305.1,35.7
-14.328,33.074,335.2,1.7,1.3,2015-08-05, 0825,T,87,5.0,304.4,79.7
-14.329,33.09,319.5,1.7,1.3,2015-08-05, 0825,T,71,5.0,302.9,31.8
-14.339,33.073,334.6,1.7,1.3,2015-08-05, 0825,T,86,5.0,300.8,79.1
-13.558,27.282,311.7,1,1,2015-08-05, 0825,T,50,5.0,299.3,10.5
-14.134,31.316,319.8,1.3,1.1,2015-08-05, 0825,T,72,5.0,306.1,15.2
-14.295,32.545,314.2,1.6,1.2,2015-08-05, 0825,T,30,5.0,298.7,20.2
-13.611,27.578,319.5,1,1,2015-08-05, 0825,T,54,5.0,302.6,12.8
-12.421,20.2,317.3,3,1.6,2015-08-05, 0825,T,58,5.0,296.3,78.4
-13.619,27.567,323.2,1,1,2015-08-05, 0825,T,62,5.0,301.8,17.4
-13.62,27.576,329.4,1,1,2015-08-05, 0825,T,82,5.0,304.6,25.8
-13.788,28.707,323.7,1,1,2015-08-05, 0825,T,77,5.0,300,21.2
-13.789,28.717,316.1,1,1,2015-08-05, 0825,T,65,5.0,298.4,12.2
-12.436,20.198,317.8,3,1.6,2015-08-05, 0825,T,60,5.0,296.7,81
-13.787,28.575,332.1,1,1,2015-08-05, 0825,T,84,5.0,296.6,35.8
-12.421,20.194,326.1,3,1.6,2015-08-05, 0825,T,79,5.0,295.9,132.9
-13.711,27.933,319.7,1,1,2015-08-05, 0825,T,67,5.0,303.1,14.6
-13.712,27.943,330.9,1,1,2015-08-05, 0825,T,83,5.0,303.4,29.7
-12.436,20.192,314.2,3,1.6,2015-08-05, 0825,T,60,5.0,295.8,69
-14.151,30.911,316.2,1.2,1.1,2015-08-05, 0825,T,49,5.0,303,11.1
-14.522,33.823,313.4,1.9,1.4,2015-08-05, 0825,T,58,5.0,301.2,21
-13.292,24.982,315,1.3,1.1,2015-08-05, 0825,T,43,5.0,302.4,10.8
-13.437,25.834,313.7,1.1,1.1,2015-08-05, 0825,T,49,5.0,300.9,9.2
-14.201,30.984,317.2,1.2,1.1,2015-08-05, 0825,T,65,5.0,303,11.6
-13.694,27.331,313.1,1,1,2015-08-05, 0825,T,31,5.0,301.9,6.1
-14.667,34.379,321.6,2.2,1.4,2015-08-05, 0825,T,74,5.0,303,46.5
-13.974,29.173,333.6,1,1,2015-08-05, 0825,T,86,5.0,304.5,36.2
-13.975,29.183,316.2,1,1,2015-08-05, 0825,T,65,5.0,302.2,12.2
-13.279,24.594,338.1,1.4,1.2,2015-08-05, 0825,T,89,5.0,305.7,62.8
-13.281,24.606,326.8,1.4,1.2,2015-08-05, 0825,T,80,5.0,303.6,34
-13.85,28.187,331.1,1,1,2015-08-05, 0825,T,84,5.0,298.7,33.3
-14.665,34.372,322.9,2.2,1.4,2015-08-05, 0825,T,76,5.0,302.8,53.8
-13.912,28.554,317.5,1,1,2015-08-05, 0825,T,68,5.0,299.8,11.7
-13.628,26.594,312.4,1.1,1,2015-08-05, 0825,T,53,5.0,298.9,10.5
-13.629,26.604,316.4,1.1,1,2015-08-05, 0825,T,66,5.0,299.8,15.1
-13.646,26.711,325.9,1.1,1,2015-08-05, 0825,T,79,5.0,296.5,28.7
-13.647,26.721,328.4,1.1,1,2015-08-05, 0825,T,81,5.0,297.1,32.9
-14.282,31.129,318.3,1.3,1.1,2015-08-05, 0825,T,69,5.0,305.7,14.6
-14.472,32.586,310,1.6,1.2,2015-08-05, 0825,T,16,5.0,299.9,11
-13.453,25.416,318.5,1.2,1.1,2015-08-05, 0825,T,70,5.0,303.8,19.1
-14.296,31.162,328.9,1.3,1.1,2015-08-05, 0825,T,82,5.0,303.4,33
-14.298,31.174,316.8,1.3,1.1,2015-08-05, 0825,T,64,5.0,305.4,10.6
-14.022,29.118,316.3,1,1,2015-08-05, 0825,T,63,5.0,301.5,11.5
-13.147,23.385,310.5,1.6,1.3,2015-08-05, 0825,T,30,5.0,298,17.3
-13.149,23.4,311,1.6,1.3,2015-08-05, 0825,T,40,5.0,300.9,17
-13.682,26.705,311.8,1.1,1,2015-08-05, 0825,T,51,5.0,298.4,11.5
-14.457,32.049,315.5,1.4,1.2,2015-08-05, 0825,T,64,5.0,302.8,12.3
4.088,33.382,328.3,1.1,1,2015-08-05, 0820,T,64,5.0,296.3,26.1
4.086,33.391,332.9,1.1,1,2015-08-05, 0820,T,80,5.0,289.9,33.2
4.079,33.38,316.3,1.1,1,2015-08-05, 0820,T,37,5.0,290.6,7.8
-13.888,27.884,342.3,1,1,2015-08-05, 0830,T,91,5.0,303.9,49
-13.889,27.894,314.9,1,1,2015-08-05, 0830,T,38,5.0,299.7,9.5
-14.461,32.043,315.1,1.4,1.2,2015-08-05, 0830,T,63,5.0,301.4,14.7
-13.903,27.929,310.9,1,1,2015-08-05, 0830,T,41,5.0,300.4,7.1
-13.846,27.485,320.2,1,1,2015-08-05, 0830,T,72,5.0,304.3,12.8
-14.069,28.999,312.8,1,1,2015-08-05, 0830,T,56,5.0,301.1,9.5
-14.356,30.996,322.6,1.2,1.1,2015-08-05, 0830,T,75,5.0,307.2,18
-13.984,28.161,312.7,1,1,2015-08-05, 0830,T,50,5.0,301.7,7.1
-14.569,32.364,313.5,1.5,1.2,2015-08-05, 0830,T,58,5.0,301.1,14.5
-14.664,33.015,317.9,1.7,1.3,2015-08-05, 0830,T,69,5.0,300.7,27.7
-15.075,36.405,315.5,3.1,1.7,2015-08-05, 0830,T,33,5.0,300.1,46.6
-13.844,27.103,318.7,1,1,2015-08-05, 0830,T,70,5.0,298.7,16.7
-13.85,27.086,310.5,1,1,2015-08-05, 0830,T,21,5.0,296.1,8.1
-13.853,27.105,313.3,1,1,2015-08-05, 0830,T,58,5.0,298,10.8
-14.661,33.009,313.5,1.7,1.3,2015-08-05, 0830,T,36,5.0,301.1,15
-13.574,25.27,332.8,1.2,1.1,2015-08-05, 0830,T,85,5.0,300.2,49
-13.576,25.281,325.5,1.2,1.1,2015-08-05, 0830,T,79,5.0,297.5,34.4
-13.757,26.421,312.8,1.1,1,2015-08-05, 0830,T,49,5.0,299.6,10
-13.758,26.43,315.3,1.1,1,2015-08-05, 0830,T,63,5.0,301,12.3
-13.851,26.912,310.5,1,1,2015-08-05, 0830,T,17,5.0,299.6,7.9
-15.088,36.397,319.9,3.1,1.7,2015-08-05, 0830,T,70,5.0,300,84.1
-13.552,24.884,319.2,1.3,1.1,2015-08-05, 0830,T,69,5.0,299.8,22.7
-13.554,24.895,339.1,1.3,1.1,2015-08-05, 0830,T,89,5.0,302.9,64.4
-14.008,27.831,314.9,1,1,2015-08-05, 0830,T,41,5.0,300.5,7.9
-13.563,24.882,317.9,1.3,1.1,2015-08-05, 0830,T,63,5.0,300,20.5
-13.564,24.894,338.1,1.3,1.1,2015-08-05, 0830,T,89,5.0,302.3,62
-14.035,27.949,313.6,1,1,2015-08-05, 0830,T,55,5.0,301.5,7.2
-14.037,27.959,324.4,1,1,2015-08-05, 0830,T,77,5.0,300.9,19.9
-14.068,28.17,311.6,1,1,2015-08-05, 0830,T,50,5.0,299,7.1
-14.742,33.095,318.1,1.7,1.3,2015-08-05, 0830,T,67,5.0,304.3,22.4
-14.75,33.159,315.5,1.7,1.3,2015-08-05, 0830,T,29,5.0,302.4,15.3
-14.764,33.174,320.3,1.8,1.3,2015-08-05, 0830,T,72,5.0,303.5,29.1
-14.049,27.919,312.6,1,1,2015-08-05, 0830,T,45,5.0,302.1,6
-13.175,22.299,315.7,2,1.4,2015-08-05, 0830,T,59,5.0,302.3,20.1
-13.87,26.663,315.8,1.1,1,2015-08-05, 0830,T,64,5.0,297.6,14.5
-14.771,33.167,319.8,1.8,1.3,2015-08-05, 0830,T,66,5.0,303.3,26.9
-13.881,26.626,324.4,1.1,1,2015-08-05, 0830,T,77,5.0,297.4,27.6
-14.115,28.176,316,1,1,2015-08-05, 0830,T,11,5.0,303.8,9.1
-14.602,31.631,318,1.4,1.2,2015-08-05, 0830,T,66,5.0,306.1,11.6
-13.729,25.409,316,1.2,1.1,2015-08-05, 0830,T,65,5.0,299,14.8
-13.782,25.622,321,1.2,1.1,2015-08-05, 0830,T,73,5.0,302.2,17.7
-13.784,25.633,336.2,1.2,1.1,2015-08-05, 0830,T,87,5.0,304.7,45.8
-15.079,35,313.3,2.4,1.5,2015-08-05, 0830,T,57,5.0,300.8,21.7
-13.792,25.621,317.2,1.2,1.1,2015-08-05, 0830,T,66,5.0,301.5,11.9
-13.793,25.631,335.6,1.2,1.1,2015-08-05, 0830,T,87,5.0,304.1,44.1
-14.294,28.896,324.5,1,1,2015-08-05, 0830,T,78,5.0,301,23
-14.302,28.898,326.5,1,1,2015-08-05, 0830,T,80,5.0,301.1,26.3
-15.073,34.994,314.7,2.4,1.5,2015-08-05, 0830,T,62,5.0,300.9,26.7
-13.652,24.62,318.3,1.3,1.1,2015-08-05, 0830,T,69,5.0,301.8,19.8
-13.654,24.633,338.7,1.3,1.1,2015-08-05, 0830,T,89,5.0,301.3,64
-14.091,27.4,317.7,1,1,2015-08-05, 0830,T,46,5.0,303.8,12.1
-14.67,31.526,316.7,1.3,1.1,2015-08-05, 0830,T,63,5.0,306,11.6
-14.075,27.231,313.2,1,1,2015-08-05, 0830,T,45,5.0,301.1,8.3
-14.268,28.532,313.8,1,1,2015-08-05, 0830,T,48,5.0,300.1,9.3
-14.238,28.263,324.7,1,1,2015-08-05, 0830,T,74,5.0,305.8,17.8
-12.677,18.832,310.3,3.7,1.8,2015-08-05, 0830,T,33,5.0,297.1,66.8
-13.713,24.673,346,1.3,1.1,2015-08-05, 0830,T,93,5.0,299.9,87.1
-13.715,24.685,329.8,1.3,1.1,2015-08-05, 0830,T,83,5.0,298.5,45.7
-13.734,24.804,315.9,1.3,1.1,2015-08-05, 0830,T,23,5.0,301.6,14.3
-13.952,26.183,312,1.1,1,2015-08-05, 0830,T,52,5.0,300,8.4
-13.973,26.323,318.7,1.1,1,2015-08-05, 0830,T,70,5.0,297.7,18.6
-15.258,35.888,316.9,2.9,1.6,2015-08-05, 0830,T,67,5.0,298.9,42.9
-13.745,24.803,322.7,1.3,1.1,2015-08-05, 0830,T,74,5.0,299.5,26.9
-13.941,25.924,316.4,1.1,1.1,2015-08-05, 0830,T,55,5.0,303.6,11.2
-14.748,31.51,317.9,1.3,1.1,2015-08-05, 0830,T,69,5.0,306,10.4
-15.259,35.883,314.6,2.9,1.6,2015-08-05, 0830,T,40,5.0,299.3,29.4
-13.822,25.094,311.1,1.2,1.1,2015-08-05, 0830,T,45,5.0,299.5,9.2
-14.653,30.556,313.4,1.2,1.1,2015-08-05, 0830,T,55,5.0,301.6,10.6
-14.967,32.984,311.2,1.7,1.3,2015-08-05, 0830,T,37,5.0,300.7,11.3
-13.503,22.973,314.3,1.7,1.3,2015-08-05, 0830,T,61,5.0,302.8,18
-14.663,30.555,340.8,1.2,1.1,2015-08-05, 0830,T,90,5.0,303.1,60.1
-14.141,26.877,321.1,1,1,2015-08-05, 0830,T,73,5.0,296.4,22.5
-14.662,30.478,320.5,1.2,1.1,2015-08-05, 0830,T,69,5.0,304.2,19
-13.434,22.418,314.1,1.9,1.4,2015-08-05, 0830,T,60,5.0,301.7,18.4
-14.15,26.876,319.4,1,1,2015-08-05, 0830,T,71,5.0,296.8,20.1
-14.693,30.628,317.3,1.2,1.1,2015-08-05, 0830,T,68,5.0,302.1,13.5
-14.713,30.772,323.1,1.2,1.1,2015-08-05, 0830,T,76,5.0,306.7,17.5
-14.74,30.976,320.6,1.2,1.1,2015-08-05, 0830,T,70,5.0,304.1,16.8
-14.841,31.65,318,1.4,1.2,2015-08-05, 0830,T,69,5.0,303.5,16.6
-13.849,24.816,312.6,1.3,1.1,2015-08-05, 0830,T,55,5.0,298.9,13.1
-13.851,24.828,319.5,1.3,1.1,2015-08-05, 0830,T,71,5.0,299.2,23.6
-14.507,29.103,317.8,1,1,2015-08-05, 0830,T,68,5.0,302.2,14.4
-14.737,30.57,313.6,1.2,1.1,2015-08-05, 0830,T,59,5.0,300.5,12
-14.431,28.325,343.6,1,1,2015-08-05, 0830,T,92,5.0,305.4,49
-14.747,30.569,311,1.2,1.1,2015-08-05, 0830,T,40,5.0,298.7,8.4
-14.439,28.315,353,1,1,2015-08-05, 0830,T,97,5.0,303.6,70.9
-14.44,28.324,359.9,1,1,2015-08-05, 0830,T,99,5.0,303.3,87.9
-14.8,30.742,313.6,1.2,1.1,2015-08-05, 0830,T,56,5.0,301.7,9.4
-14.802,30.754,314,1.2,1.1,2015-08-05, 0830,T,60,5.0,302.6,9.3
-14.918,31.62,315.8,1.4,1.2,2015-08-05, 0830,T,64,5.0,302.7,11
-14.885,31.298,314.9,1.3,1.1,2015-08-05, 0830,T,62,5.0,301.3,12.4
-14.966,31.903,329.7,1.4,1.2,2015-08-05, 0830,T,83,5.0,299,52.5
-14.967,31.917,314.5,1.4,1.2,2015-08-05, 0830,T,61,5.0,298.9,20.5
-15.145,33.302,313,1.8,1.3,2015-08-05, 0830,T,51,5.0,302.6,16.6
-15.152,33.295,315.6,1.8,1.3,2015-08-05, 0830,T,58,5.0,303.3,23.5
-14.004,25.016,314.6,1.2,1.1,2015-08-05, 0830,T,62,5.0,300.8,10.5
-14.871,30.887,331,1.2,1.1,2015-08-05, 0830,T,84,5.0,302.8,38
-14.873,30.899,329.6,1.2,1.1,2015-08-05, 0830,T,82,5.0,301.1,35.5
-14.781,30.146,323.8,1.1,1.1,2015-08-05, 0830,T,77,5.0,301.5,24.7
-14.782,30.157,312.6,1.1,1.1,2015-08-05, 0830,T,55,5.0,301.5,9.1
-14.872,30.818,318.9,1.2,1.1,2015-08-05, 0830,T,70,5.0,301.3,15.9
-14.873,30.829,316,1.2,1.1,2015-08-05, 0830,T,65,5.0,302.8,11.8
-14.552,28.462,339.4,1,1,2015-08-05, 0830,T,89,5.0,299.8,45.3
-14.554,28.471,363.1,1,1,2015-08-05, 0830,T,100,5.0,304.2,100.8
-14.555,28.48,329.1,1,1,2015-08-05, 0830,T,82,5.0,300.4,27.9
-14.496,28.018,321.7,1,1,2015-08-05, 0830,T,74,5.0,304.1,12.5
-14.06,25.112,314.3,1.2,1.1,2015-08-05, 0830,T,61,5.0,302.9,10.2
-14.117,25.41,315,1.2,1.1,2015-08-05, 0830,T,53,5.0,300.7,11.1
-14.514,28.015,318.7,1,1,2015-08-05, 0830,T,69,5.0,304.4,9
-14.949,30.858,316.6,1.2,1.1,2015-08-05, 0830,T,36,5.0,301.4,14.7
-14.95,30.87,320.6,1.2,1.1,2015-08-05, 0830,T,68,5.0,300.6,21.3
-14.96,30.868,320.5,1.2,1.1,2015-08-05, 0830,T,67,5.0,298.7,21.8
-15.024,31.353,316.8,1.3,1.1,2015-08-05, 0830,T,67,5.0,300.8,15.3
-15.025,31.366,318.8,1.3,1.1,2015-08-05, 0830,T,70,5.0,302.7,18.2
-14.925,30.533,312.3,1.2,1.1,2015-08-05, 0830,T,53,5.0,299.9,10.7
-14.931,30.577,311.4,1.2,1.1,2015-08-05, 0830,T,43,5.0,300.6,7.5
-15.012,31.183,322.7,1.3,1.1,2015-08-05, 0830,T,76,5.0,300.6,25.9
-15.013,31.195,324.2,1.3,1.1,2015-08-05, 0830,T,77,5.0,302.3,29.4
-13.972,24.127,312.2,1.4,1.2,2015-08-05, 0830,T,53,5.0,298.7,19
-14.32,26.242,324.2,1.1,1,2015-08-05, 0830,T,77,5.0,304.5,19
-13.748,22.573,314.3,1.8,1.3,2015-08-05, 0830,T,55,5.0,301.7,18.6
-13.751,22.59,313.2,1.8,1.3,2015-08-05, 0830,T,36,5.0,302.2,14.6
-14.692,28.539,321.2,1,1,2015-08-05, 0830,T,74,5.0,303.2,15.6
-13.674,21.982,311.8,2.1,1.4,2015-08-05, 0830,T,29,5.0,298.9,19.4
-14.941,30.214,313.6,1.1,1.1,2015-08-05, 0830,T,40,5.0,301.3,8
-14.945,30.218,328.5,1.1,1.1,2015-08-05, 0830,T,81,5.0,302.4,31
-15.092,31.252,315.1,1.3,1.1,2015-08-05, 0830,T,60,5.0,301.4,13.7
-14.565,27.429,326.9,1,1,2015-08-05, 0830,T,80,5.0,301.7,22.5
-14.285,25.557,318.6,1.2,1.1,2015-08-05, 0830,T,60,5.0,301.8,15.5
-14.576,27.436,324.5,1,1,2015-08-05, 0830,T,78,5.0,300.9,19.9
-14.592,27.547,321.9,1,1,2015-08-05, 0830,T,74,5.0,302.5,15.5
-14.594,27.557,318.4,1,1,2015-08-05, 0830,T,68,5.0,301.6,11.5
-14.907,29.729,314.2,1.1,1,2015-08-05, 0830,T,40,5.0,303,7.1
-14.916,29.728,317.1,1.1,1,2015-08-05, 0830,T,55,5.0,305.8,11
-15.111,31.007,319,1.3,1.1,2015-08-05, 0830,T,67,5.0,301.2,18.2
-15.18,31.529,316.3,1.4,1.2,2015-08-05, 0830,T,57,5.0,305,14.1
-15.185,31.567,319.5,1.4,1.2,2015-08-05, 0830,T,71,5.0,303.1,19.8
-15.187,31.58,321.8,1.4,1.2,2015-08-05, 0830,T,74,5.0,302,25.5
-14.198,24.757,311.3,1.3,1.1,2015-08-05, 0830,T,33,5.0,300.7,10.1
-14.417,26.149,314.5,1.1,1,2015-08-05, 0830,T,55,5.0,302.4,7.8
-14.668,27.81,329.6,1,1,2015-08-05, 0830,T,82,5.0,305.5,22.8
-14.577,27.141,324.5,1,1,2015-08-05, 0830,T,78,5.0,302.3,21.4
-14.618,27.411,319,1,1,2015-08-05, 0830,T,70,5.0,300.9,13.7
-14.663,27.716,319.4,1,1,2015-08-05, 0830,T,71,5.0,302.7,13.1
-15.136,31.039,315.8,1.3,1.1,2015-08-05, 0830,T,48,5.0,302.9,12.7
-14.285,25.044,341,1.2,1.1,2015-08-05, 0830,T,90,5.0,304.4,60.5
-14.287,25.055,321.7,1.2,1.1,2015-08-05, 0830,T,74,5.0,302.7,20.8
-13.949,22.813,321.4,1.8,1.3,2015-08-05, 0830,T,74,5.0,304.7,32.5
-13.952,22.829,335.4,1.8,1.3,2015-08-05, 0830,T,87,5.0,304.1,77.4
-14.063,23.495,312.4,1.6,1.2,2015-08-05, 0830,T,54,5.0,298.9,16.8
-14.611,26.936,320,1,1,2015-08-05, 0830,T,72,5.0,302.6,14
-14.744,27.763,316.5,1,1,2015-08-05, 0830,T,62,5.0,304.7,7.1
-14.9,28.831,317.9,1,1,2015-08-05, 0830,T,64,5.0,303.7,12
-14.901,28.84,348,1,1,2015-08-05, 0830,T,94,5.0,303.8,62.4
-14.903,28.85,317.7,1,1,2015-08-05, 0830,T,65,5.0,301.7,12.4
-15.112,30.264,316.1,1.2,1.1,2015-08-05, 0830,T,54,5.0,304.7,13
-15.113,30.275,316.2,1.2,1.1,2015-08-05, 0830,T,60,5.0,301.3,14.6
-14.654,27.036,313.4,1,1,2015-08-05, 0830,T,37,5.0,301,8.2
-15.259,31.272,310.4,1.3,1.1,2015-08-05, 0830,T,38,5.0,300.3,8
-15.485,33.002,312.7,1.7,1.3,2015-08-05, 0830,T,50,5.0,300.3,14.3
-15.487,33.018,313.1,1.7,1.3,2015-08-05, 0830,T,54,5.0,301.9,14.2
-13.96,22.592,312.9,1.8,1.3,2015-08-05, 0830,T,49,5.0,300.4,20.5
-14.437,25.559,315.9,1.2,1.1,2015-08-05, 0830,T,60,5.0,300.6,10.4
-14.438,25.57,332.7,1.2,1.1,2015-08-05, 0830,T,85,5.0,303.3,38.5
-15.006,29.373,322,1.1,1,2015-08-05, 0830,T,75,5.0,299.3,22.5
-14.441,25.563,336.9,1.2,1.1,2015-08-05, 0830,T,88,5.0,301.1,49.2
-14.443,25.574,328,1.2,1.1,2015-08-05, 0830,T,81,5.0,301.6,33.4
-15.482,33.013,316.6,1.7,1.3,2015-08-05, 0830,T,62,5.0,301.4,21.3
-13.954,22.587,311.8,1.8,1.3,2015-08-05, 0830,T,31,5.0,299.2,18
-14.325,24.783,314.8,1.3,1.1,2015-08-05, 0830,T,53,5.0,302,14.1
-14.327,24.795,348.9,1.3,1.1,2015-08-05, 0830,T,95,5.0,303.6,90.3
-14.981,28.948,319.3,1,1,2015-08-05, 0830,T,71,5.0,299.7,17
-15.084,29.68,313,1.1,1,2015-08-05, 0830,T,35,5.0,302.8,7.9
-14.493,25.641,366.1,1.1,1.1,2015-08-05, 0830,T,100,5.0,303.5,133.8
-14.495,25.652,353.5,1.1,1.1,2015-08-05, 0830,T,97,5.0,303.3,92
-14.098,23.009,316.5,1.7,1.3,2015-08-05, 0830,T,66,5.0,300,24.9
-14.1,23.024,313.4,1.7,1.3,2015-08-05, 0830,T,56,5.0,300.4,16.7
-14.968,28.536,332.7,1,1,2015-08-05, 0830,T,85,5.0,304.5,29.8
-14.969,28.545,326.8,1,1,2015-08-05, 0830,T,58,5.0,303.9,21.1
-14.451,25.057,325,1.2,1.1,2015-08-05, 0830,T,78,5.0,303.6,24.7
-14.452,25.068,322.3,1.2,1.1,2015-08-05, 0830,T,75,5.0,302.6,21
-14.862,27.748,325.4,1,1,2015-08-05, 0830,T,79,5.0,305.1,18.4
-14.863,27.758,319.2,1,1,2015-08-05, 0830,T,71,5.0,304.6,10.6
-14.977,28.535,319.5,1,1,2015-08-05, 0830,T,63,5.0,302.3,13.8
-14.978,28.544,324.9,1,1,2015-08-05, 0830,T,78,5.0,304.4,20.3
-14.98,28.553,338.4,1,1,2015-08-05, 0830,T,89,5.0,303.6,41.1
-14.109,23.016,321.9,1.7,1.3,2015-08-05, 0830,T,75,5.0,300.8,35
-14.452,25.062,326,1.2,1.1,2015-08-05, 0830,T,79,5.0,303.5,28.3
-14.989,28.555,318.2,1,1,2015-08-05, 0830,T,69,5.0,302.5,12.6
-14.561,25.677,325,1.1,1.1,2015-08-05, 0830,T,78,5.0,304.1,24.9
-14.905,27.915,316.1,1,1,2015-08-05, 0830,T,63,5.0,302.8,7.9
-14.936,28.127,321.7,1,1,2015-08-05, 0830,T,74,5.0,299.3,17.9
-15.092,29.151,318,1,1,2015-08-05, 0830,T,65,5.0,301.1,13.8
-14.209,23.398,314.6,1.6,1.2,2015-08-05, 0830,T,57,5.0,301.1,18.4
-14.868,27.543,334.3,1,1,2015-08-05, 0830,T,86,5.0,306,31.5
-14.869,27.552,339.4,1,1,2015-08-05, 0830,T,89,5.0,306.4,39.4
-14.967,28.216,324.1,1,1,2015-08-05, 0830,T,77,5.0,298.6,20.8
-14.969,28.226,324.6,1,1,2015-08-05, 0830,T,78,5.0,298.6,21
-15.101,29.149,317.3,1,1,2015-08-05, 0830,T,63,5.0,300.5,13.9
-14.527,25.277,326.9,1.2,1.1,2015-08-05, 0830,T,80,5.0,300.4,31.1
-14.765,26.803,321.5,1,1,2015-08-05, 0830,T,74,5.0,304.4,15.6
-14.767,26.812,322,1,1,2015-08-05, 0830,T,75,5.0,300.9,16.3
-14.502,25.054,317.9,1.2,1.1,2015-08-05, 0830,T,69,5.0,304.8,16.5
-14.779,26.83,325.2,1,1,2015-08-05, 0830,T,78,5.0,300.9,21.1
-14.957,27.831,319.7,1,1,2015-08-05, 0830,T,72,5.0,305.1,12.2
-15.971,35.529,344.7,2.8,1.6,2015-08-05, 0830,T,92,5.0,292.3,270.6
-15.974,35.556,315,2.8,1.6,2015-08-05, 0830,T,63,5.0,289.5,80
-14.901,27.396,318.8,1,1,2015-08-05, 0830,T,70,5.0,303,11.8
-14.88,27.193,331.7,1,1,2015-08-05, 0830,T,84,5.0,302.4,31.8
-14.881,27.202,321.2,1,1,2015-08-05, 0830,T,74,5.0,301.5,16.9
-14.621,25.411,350,1.2,1.1,2015-08-05, 0830,T,95,5.0,302.1,84.4
-14.623,25.422,327,1.2,1.1,2015-08-05, 0830,T,80,5.0,300.2,32.5
-14.832,26.757,313.8,1,1,2015-08-05, 0830,T,59,5.0,302,8.2
-15.975,35.523,331.8,2.8,1.6,2015-08-05, 0830,T,84,5.0,291.5,169.4
-15.978,35.551,327.5,2.8,1.6,2015-08-05, 0830,T,81,5.0,291.1,148.2
-14.605,25.122,317.3,1.2,1.1,2015-08-05, 0830,T,64,5.0,301,13.5
-14.615,25.121,313.2,1.2,1.1,2015-08-05, 0830,T,34,5.0,301.2,7.1
-15.982,34.723,317.9,2.4,1.5,2015-08-05, 0830,T,63,5.0,302.3,36.6
-15.985,34.745,319.1,2.4,1.5,2015-08-05, 0830,T,68,5.0,303,42.6
-15.022,27.402,314.4,1,1,2015-08-05, 0830,T,61,5.0,303.3,6.6
