latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
45.535,43.287,333.1,1.2,1.1,2015-08-05, 0955,A,81,5.0,314,15.3
45.194,41.27,331.8,1.4,1.2,2015-08-05, 0955,A,84,5.0,309.1,37.7
45.19,41.253,324.2,1.4,1.2,2015-08-05, 0955,A,69,5.0,309.1,18.8
45.101,39.765,315.8,1.7,1.3,2015-08-05, 0955,A,62,5.0,295.6,21.3
45.492,39.145,322.2,1.8,1.3,2015-08-05, 0955,A,74,5.0,305.9,20.9
45.565,39.274,343.7,1.8,1.3,2015-08-05, 0955,A,92,5.0,307.7,98
45.56,39.253,333.5,1.8,1.3,2015-08-05, 0955,A,85,5.0,305.2,56.9
45.576,39.269,336,1.8,1.3,2015-08-05, 0955,A,87,5.0,305.1,65.8
45.571,39.248,332.5,1.8,1.3,2015-08-05, 0955,A,85,5.0,304.2,53.8
46.491,42.119,337.6,1.2,1.1,2015-08-05, 0955,A,88,5.0,315.3,27.6
46.494,42.13,330,1.2,1.1,2015-08-05, 0955,A,77,5.0,315.2,11.7
46.185,40.314,325.9,1.5,1.2,2015-08-05, 0955,A,72,5.0,308,25.9
46.344,40.838,324.5,1.4,1.2,2015-08-05, 0955,A,64,5.0,309.1,12.9
46.343,40.851,327.3,1.4,1.2,2015-08-05, 0955,A,80,5.0,310.2,19.9
46.276,40.35,325.9,1.5,1.2,2015-08-05, 0955,A,74,5.0,304.4,22.8
48.559,60.137,333.7,4,1.9,2015-08-05, 0955,A,86,5.0,303.4,172.3
48.558,60.082,363.8,4,1.9,2015-08-05, 0955,A,100,5.0,308.7,669.4
48.556,60.027,325.2,4,1.9,2015-08-05, 0955,A,78,5.0,305.6,78.4
48.548,60.128,327.5,4,1.9,2015-08-05, 0955,A,81,5.0,302.9,108.4
48.547,60.074,335.9,4,1.9,2015-08-05, 0955,A,87,5.0,306.4,204
48.564,60.128,337.6,4,1.9,2015-08-05, 0955,A,88,5.0,304,227.5
48.564,60.073,353.8,4,1.9,2015-08-05, 0955,A,97,5.0,308,475.9
46.497,40.284,337.5,1.5,1.2,2015-08-05, 0955,A,88,5.0,307.4,53.1
46.317,39.241,324.4,1.7,1.3,2015-08-05, 0955,A,51,5.0,308.4,18.4
46.739,41.154,330.9,1.3,1.1,2015-08-05, 0955,A,78,5.0,313.3,22.5
46.735,41.137,328.5,1.3,1.1,2015-08-05, 0955,A,57,5.0,312.2,18.4
46.58,40.155,323.1,1.5,1.2,2015-08-05, 0955,A,39,5.0,308.5,15.8
47.129,41.168,372.7,1.3,1.1,2015-08-05, 0955,A,100,5.0,313.6,173.7
47.125,41.151,354.8,1.3,1.1,2015-08-05, 0955,A,97,5.0,309.9,94.8
47.138,41.164,333.3,1.3,1.1,2015-08-05, 0955,A,50,5.0,315.8,30.3
47.475,42.194,328.1,1.2,1.1,2015-08-05, 0955,A,72,5.0,312.6,13.2
47.186,40.119,326.8,1.5,1.2,2015-08-05, 0955,A,72,5.0,308,23.6
47.58,41.4,360.1,1.3,1.1,2015-08-05, 0955,A,100,5.0,308.9,116.6
47.583,41.409,339.3,1.3,1.1,2015-08-05, 0955,A,84,5.0,311.5,52.1
47.579,41.393,340,1.3,1.1,2015-08-05, 0955,A,82,5.0,306.5,56.5
46.284,34.469,321,3,1.6,2015-08-05, 0955,A,50,5.0,300.5,46.8
46.298,34.462,333.1,3,1.6,2015-08-05, 0955,A,85,5.0,302.3,127.6
46.288,34.425,324.4,3,1.6,2015-08-05, 0955,A,77,5.0,301.1,63.2
47.128,37.816,316.4,1.9,1.3,2015-08-05, 0955,A,66,5.0,302.6,18.7
46.459,34.972,320.5,2.8,1.6,2015-08-05, 0955,A,63,5.0,301.7,33.2
46.45,34.938,320,2.8,1.6,2015-08-05, 0955,A,46,5.0,302.9,28.8
47.092,37.594,325.7,1.9,1.4,2015-08-05, 0955,A,0,5.0,307.4,36.8
46.298,34.458,329.5,3,1.6,2015-08-05, 0955,A,82,5.0,301.9,97.3
46.461,34.967,322.1,2.8,1.6,2015-08-05, 0955,A,74,5.0,301.9,42.5
46.772,35.875,321.6,2.4,1.5,2015-08-05, 0955,A,74,5.0,303.7,30
49.779,56.424,324.6,2.6,1.6,2015-08-05, 0955,A,78,5.0,309.2,44.8
49.769,56.42,325.3,2.6,1.6,2015-08-05, 0955,A,78,5.0,308.8,50.6
46.725,34.92,321.9,2.7,1.6,2015-08-05, 0955,A,74,5.0,304.2,37.9
47.441,37.257,322.7,2,1.4,2015-08-05, 0955,A,76,5.0,304.9,36.9
47.04,35.441,318.5,2.5,1.5,2015-08-05, 0955,A,70,5.0,302.7,26.3
47.865,39.046,323.4,1.6,1.2,2015-08-05, 0955,A,61,5.0,307.8,19.4
47.866,39.039,323.3,1.6,1.2,2015-08-05, 0955,A,51,5.0,307.7,18.9
47.034,35.438,319.9,2.5,1.5,2015-08-05, 0955,A,67,5.0,302.7,31.1
46.998,34.56,322.5,2.8,1.6,2015-08-05, 0955,A,75,5.0,303.8,44.2
47.068,34.632,325.4,2.8,1.6,2015-08-05, 0955,A,78,5.0,303.7,63.2
50.366,59.883,329.8,4,1.9,2015-08-05, 0955,A,83,5.0,301.8,166.3
47.886,37.964,334.9,1.8,1.3,2015-08-05, 0955,A,87,5.0,308.1,60.9
50.369,59.878,331.7,4,1.9,2015-08-05, 0955,A,84,5.0,302.2,187.7
50.361,58.517,320.3,3.4,1.7,2015-08-05, 0955,A,45,5.0,305.2,49.1
47.388,35.23,319.2,2.5,1.5,2015-08-05, 0955,A,69,5.0,303.5,32.2
47.268,34.745,317.1,2.7,1.6,2015-08-05, 0955,A,67,5.0,300.8,31
48.357,39.064,323.5,1.5,1.2,2015-08-05, 0955,A,76,5.0,309.6,15.5
48.908,41.86,331,1.1,1.1,2015-08-05, 0955,A,84,5.0,309.9,17.5
48.905,41.845,325.4,1.1,1.1,2015-08-05, 0955,A,58,5.0,310.4,8.4
48.36,39.02,329.4,1.5,1.2,2015-08-05, 0955,A,82,5.0,308.3,30.8
46.98,32.895,320.3,3.4,1.7,2015-08-05, 0955,A,55,5.0,299.9,65.2
46.99,32.882,323.1,3.4,1.7,2015-08-05, 0955,A,76,5.0,299.5,89.9
47.271,33.803,321.1,3,1.6,2015-08-05, 0955,A,61,5.0,301.4,54.3
47.294,33.832,328.2,3,1.6,2015-08-05, 0955,A,81,5.0,302.3,96.4
47.285,33.795,322.7,3,1.6,2015-08-05, 0955,A,62,5.0,302.5,61.6
47.308,33.824,340.9,3,1.6,2015-08-05, 0955,A,90,5.0,303.1,196.7
47.25,33.601,323.8,3.1,1.7,2015-08-05, 0955,A,77,5.0,299.2,84.3
47.294,33.828,328.7,3,1.6,2015-08-05, 0955,A,74,5.0,302.4,95.9
47.308,33.82,337.5,3,1.6,2015-08-05, 0955,A,88,5.0,303.1,167.7
47.248,33.597,323,3.1,1.7,2015-08-05, 0955,A,76,5.0,299.3,78.2
48.134,37.052,326.6,1.9,1.4,2015-08-05, 0955,A,77,5.0,306.6,40.7
48.118,36.752,320.8,2,1.4,2015-08-05, 0955,A,60,5.0,306.1,23.6
48.516,38.465,326.1,1.6,1.2,2015-08-05, 0955,A,79,5.0,307.5,25.2
48.126,36.769,320,2,1.4,2015-08-05, 0955,A,36,5.0,306.4,21.2
48.516,38.458,323.2,1.6,1.2,2015-08-05, 0955,A,76,5.0,307.7,19
48.526,38.173,325.1,1.7,1.3,2015-08-05, 0955,A,78,5.0,306.4,31.1
48.458,37.589,335.2,1.8,1.3,2015-08-05, 0955,A,87,5.0,308.7,62.1
48.453,37.566,323.7,1.8,1.3,2015-08-05, 0955,A,72,5.0,306.9,22.8
48.269,36.576,322.8,2,1.4,2015-08-05, 0955,A,76,5.0,306.6,32.8
48.277,36.593,322.2,2,1.4,2015-08-05, 0955,A,52,5.0,305.8,25.6
48.6,37.052,324.8,1.9,1.3,2015-08-05, 0955,A,65,5.0,306.3,34
48.617,37.071,326.7,1.9,1.3,2015-08-05, 0955,A,79,5.0,307.7,36
48.612,37.046,358.3,1.9,1.3,2015-08-05, 0955,A,99,5.0,308.8,192
47.99,34.399,318.7,2.6,1.6,2015-08-05, 0955,A,70,5.0,303.2,37.2
48.689,37.166,333.7,1.8,1.3,2015-08-05, 0955,A,86,5.0,308,62.9
48.684,37.142,320.9,1.8,1.3,2015-08-05, 0955,A,71,5.0,306.7,17.6
48.592,36.615,318.1,2,1.4,2015-08-05, 0955,A,38,5.0,305,20.3
48.586,36.59,317.9,2,1.4,2015-08-05, 0955,A,26,5.0,305,19.3
48.695,37.159,329.2,1.8,1.3,2015-08-05, 0955,A,82,5.0,307.6,45.1
48.595,36.61,319,2,1.4,2015-08-05, 0955,A,64,5.0,304.5,25.1
48.767,37.201,320.5,1.8,1.3,2015-08-05, 0955,A,45,5.0,307.7,18.2
47.805,33.011,320.9,3.1,1.7,2015-08-05, 0955,A,73,5.0,299.6,68.1
50.578,47.548,328.9,1.1,1,2015-08-05, 0955,A,82,5.0,312.8,12.5
50.576,47.533,327,1.1,1,2015-08-05, 0955,A,80,5.0,312.4,9.7
47.803,33.004,320.3,3.1,1.7,2015-08-05, 0955,A,72,5.0,299.7,68.4
49.385,39.479,328,1.4,1.2,2015-08-05, 0955,A,75,5.0,308.3,26.4
49.38,39.477,324.5,1.4,1.2,2015-08-05, 0955,A,50,5.0,308.6,19.7
48.992,37.125,327.4,1.8,1.3,2015-08-05, 0955,A,80,5.0,309.2,35.8
48.998,37.114,322,1.8,1.3,2015-08-05, 0955,A,70,5.0,307.8,19.9
50.668,46.479,332.4,1,1,2015-08-05, 0955,A,85,5.0,307.8,22.4
50.666,46.465,324.4,1,1,2015-08-05, 0955,A,77,5.0,309.1,10.6
49.021,37.049,325.1,1.8,1.3,2015-08-05, 0955,A,78,5.0,308.9,32.6
49.058,37.161,323.1,1.8,1.3,2015-08-05, 0955,A,76,5.0,309.7,26.7
49.296,38.042,359.7,1.6,1.2,2015-08-05, 0955,A,99,5.0,310.2,161.9
49.291,38.021,340.3,1.6,1.2,2015-08-05, 0955,A,90,5.0,309.2,76.1
49.307,38.037,326.4,1.6,1.2,2015-08-05, 0955,A,79,5.0,309.3,30.6
49.796,39.923,321.1,1.3,1.1,2015-08-05, 0955,A,61,5.0,308.4,14
49,35.705,318.4,2.1,1.4,2015-08-05, 0955,A,57,5.0,304.1,27.7
49.688,37.982,322.1,1.6,1.2,2015-08-05, 0955,A,55,5.0,307.9,25.2
49.692,37.888,339.4,1.6,1.2,2015-08-05, 0955,A,89,5.0,306.7,74.5
49.706,37.787,334.2,1.6,1.2,2015-08-05, 0955,A,86,5.0,307.8,55
49.706,37.78,339.5,1.6,1.2,2015-08-05, 0955,A,89,5.0,308.3,75.1
49.716,37.774,328.2,1.6,1.2,2015-08-05, 0955,A,81,5.0,308,39.2
49.634,37.284,323.8,1.7,1.3,2015-08-05, 0955,A,73,5.0,303.4,29.7
49.645,37.278,327.3,1.7,1.3,2015-08-05, 0955,A,75,5.0,304.7,39.3
48.69,33.292,316.4,2.8,1.6,2015-08-05, 0955,A,54,5.0,301.4,41.5
49.782,37.859,383.4,1.6,1.2,2015-08-05, 0955,A,100,5.0,311.1,320.8
49.777,37.837,337.5,1.6,1.2,2015-08-05, 0955,A,88,5.0,307.2,66.9
49.792,37.853,335.8,1.6,1.2,2015-08-05, 0955,A,87,5.0,305.3,60.3
49.788,37.832,321,1.6,1.2,2015-08-05, 0955,A,39,5.0,303.6,20
49.697,37.35,326.1,1.7,1.3,2015-08-05, 0955,A,79,5.0,309.2,35.6
49.694,37.346,324.7,1.7,1.3,2015-08-05, 0955,A,65,5.0,310,31.4
49.958,38.527,323.5,1.5,1.2,2015-08-05, 0955,A,55,5.0,309.9,17.9
51.166,43.033,328.1,1,1,2015-08-05, 0955,A,75,5.0,303.7,21.9
51.622,46.007,318.6,1,1,2015-08-05, 0955,A,48,5.0,303.8,7.6
48.881,32.07,311.9,3.2,1.7,2015-08-05, 0955,A,52,5.0,295.3,45.9
51.253,41.238,321.3,1.1,1,2015-08-05, 0955,A,66,5.0,305,17.2
50.268,35.546,319.7,2,1.4,2015-08-05, 0955,A,72,5.0,299.2,41.6
50.258,35.547,314.2,2,1.4,2015-08-05, 0955,A,54,5.0,299.6,26.4
50.27,35.541,316.7,2,1.4,2015-08-05, 0955,A,66,5.0,298.7,33.4
50.215,35.024,317.9,2.1,1.4,2015-08-05, 0955,A,69,5.0,299.2,42.1
52.187,44.572,339.3,1,1,2015-08-05, 0955,A,84,5.0,300.8,40.4
52.185,44.557,355.1,1,1,2015-08-05, 0955,A,97,5.0,306.3,74
52.41,46.04,313.8,1,1,2015-08-05, 0955,A,30,5.0,300.5,11.4
52.182,40.678,322.5,1.1,1.1,2015-08-05, 0955,A,75,5.0,300.2,23.1
52.145,40.194,310.3,1.1,1.1,2015-08-05, 0955,A,16,5.0,297.6,8.8
50.639,31.684,315.4,2.9,1.6,2015-08-05, 0955,A,64,5.0,302.3,49
52.736,40.499,316.6,1.1,1,2015-08-05, 0955,A,34,5.0,300.1,14.9
52.745,40.494,325.1,1.1,1,2015-08-05, 0955,A,78,5.0,298.1,26
51.599,33.812,311.8,2.2,1.4,2015-08-05, 0955,A,28,5.0,295.1,19.9
52.807,37.418,310.3,1.4,1.2,2015-08-05, 0955,A,22,5.0,298,10.2
54.242,41.759,353.1,1,1,2015-08-05, 0955,A,91,5.0,297.8,74.8
53.857,36.463,313,1.4,1.2,2015-08-05, 0955,A,51,5.0,298.8,16.7
51.343,26.43,313.7,4.7,2,2015-08-05, 0955,A,59,5.0,293,69.8
51.341,26.422,313.3,4.7,2,2015-08-05, 0955,A,52,5.0,293.4,61.9
58.064,33.808,316.5,1.4,1.2,2015-08-05, 0955,A,57,5.0,281.6,38.3
54.622,-1.134,313.3,1,1,2015-08-05, 1125,T,44,5.0,295.1,14
52.477,4.597,312.8,1.7,1.3,2015-08-05, 1125,T,37,5.0,293.7,21.8
52.283,4.805,320.1,1.8,1.3,2015-08-05, 1125,T,72,5.0,294.7,40.1
52.277,4.83,317.3,1.8,1.3,2015-08-05, 1125,T,67,5.0,295.3,34.7
51.034,2.289,313.1,1.5,1.2,2015-08-05, 1125,T,43,5.0,294.6,14.2
49.377,4.193,317.6,2.1,1.4,2015-08-05, 1125,T,62,5.0,296.3,37
48.974,1.929,310.2,1.6,1.3,2015-08-05, 1130,T,30,5.0,280.7,21.6
44.724,-0.815,322,1.5,1.2,2015-08-05, 1130,T,75,5.0,305.5,29.4
43.422,-5.808,318.2,1,1,2015-08-05, 1130,T,69,5.0,304.1,9.6
43.315,-6.83,320.5,1,1,2015-08-05, 1130,T,73,5.0,299.5,17.4
43.306,-6.833,314.4,1,1,2015-08-05, 1130,T,61,5.0,300.2,10.3
43.23,-7.001,317.8,1,1,2015-08-05, 1130,T,68,5.0,304.8,13.2
42.905,-6.821,316.8,1,1,2015-08-05, 1130,T,67,5.0,306.6,15.1
42.462,-8.123,316.9,1,1,2015-08-05, 1130,T,67,5.0,303.3,11.9
41.664,-8.103,315.1,1,1,2015-08-05, 1130,T,38,5.0,301.5,9.8
34.882,-0.306,328.7,3,1.6,2015-08-05, 1130,T,82,5.0,306.4,43.6
34.598,-0.362,366.9,3,1.6,2015-08-05, 1130,T,100,5.0,313,479
34.59,-0.331,369.3,3,1.7,2015-08-05, 1130,T,100,5.0,308,529.9
34.584,-0.368,353.4,3,1.6,2015-08-05, 1130,T,97,5.0,311.6,290.4
34.576,-0.336,349.8,3,1.7,2015-08-05, 1130,T,95,5.0,307,254.8
34.598,-0.369,357.1,3,1.6,2015-08-05, 1130,T,98,5.0,311.9,336.5
34.591,-0.338,377.7,3,1.7,2015-08-05, 1130,T,100,5.0,311.1,673.7
34.584,-0.375,342.9,3,1.6,2015-08-05, 1130,T,81,5.0,310.9,177.7
34.576,-0.343,352.6,3,1.7,2015-08-05, 1130,T,96,5.0,308.1,287.1
16.488,-16.205,327.2,1.1,1,2015-08-05, 1135,T,65,5.0,302.4,13.8
35.777,36.135,322.9,3.6,1.8,2015-08-05, 1130,A,76,5.0,304.6,76.7
35.769,36.13,322.2,3.6,1.8,2015-08-05, 1130,A,75,5.0,304.9,71.9
35.848,36.121,325.7,3.6,1.8,2015-08-05, 1130,A,79,5.0,306,93.8
35.846,36.084,323.7,3.5,1.8,2015-08-05, 1130,A,77,5.0,306,82
35.859,36.114,328.5,3.6,1.8,2015-08-05, 1130,A,78,5.0,307.8,109
35.215,25.302,329.5,1,1,2015-08-05, 1130,A,82,5.0,311.8,12.8
35.225,25.311,327.1,1,1,2015-08-05, 1130,A,62,5.0,311.4,9.9
38.309,23.614,328.2,1,1,2015-08-05, 1130,A,81,5.0,310.2,9.2
39.398,22.454,335.2,1,1,2015-08-05, 1130,A,87,5.0,312.5,17.2
39.428,22.521,334.4,1,1,2015-08-05, 1130,A,86,5.0,312.8,20.8
39.504,22.42,335.8,1,1,2015-08-05, 1130,A,87,5.0,312.4,17.6
40.846,16.16,337.9,1.9,1.3,2015-08-05, 1130,A,88,5.0,309.3,63.1
40.757,15.512,339.4,2.1,1.4,2015-08-05, 1130,A,89,5.0,299.9,120.5
40.763,15.531,319,2.1,1.4,2015-08-05, 1130,A,43,5.0,300,36.1
40.758,15.507,328.4,2.1,1.4,2015-08-05, 1130,A,81,5.0,300,71.2
42.31,18.907,319.1,1.3,1.1,2015-08-05, 1130,A,43,5.0,301.6,17.4
41.236,13.512,318.4,2.6,1.6,2015-08-05, 1130,A,32,5.0,298.3,44.7
43.485,23.784,324.6,1,1,2015-08-05, 1130,A,73,5.0,305.9,8.7
43.492,23.769,331.6,1,1,2015-08-05, 1130,A,84,5.0,304.5,19.3
43.527,23.691,327.3,1,1,2015-08-05, 1130,A,80,5.0,305.6,11.3
43.631,23.3,327.5,1,1,2015-08-05, 1130,A,78,5.0,308.8,11
43.949,23.062,332.3,1,1,2015-08-05, 1130,A,85,5.0,310.3,14.5
43.949,22.935,346.1,1,1,2015-08-05, 1130,A,93,5.0,310.6,41.4
43.948,22.922,330.7,1,1,2015-08-05, 1130,A,83,5.0,310.4,14.9
44.072,23.629,329.4,1,1,2015-08-05, 1130,A,54,5.0,308.7,12.3
44.084,22.515,326.7,1,1,2015-08-05, 1130,A,80,5.0,307.5,15.5
44.082,22.503,327.5,1,1,2015-08-05, 1130,A,81,5.0,307,17
44.093,22.512,350,1,1,2015-08-05, 1130,A,95,5.0,309,56.1
44.091,22.5,365,1,1,2015-08-05, 1130,A,100,5.0,308.9,95.3
44.595,26.388,331.7,1.2,1.1,2015-08-05, 1130,A,84,5.0,306.9,30.4
44.605,26.386,325.2,1.2,1.1,2015-08-05, 1130,A,68,5.0,303.2,16.6
44.196,22.458,331.5,1,1,2015-08-05, 1130,A,84,5.0,309.1,21.7
44.194,22.446,334.3,1,1,2015-08-05, 1130,A,86,5.0,308.1,26.1
44.205,22.456,324.7,1,1,2015-08-05, 1130,A,78,5.0,307.5,12.8
44.203,22.443,330.4,1,1,2015-08-05, 1130,A,83,5.0,307.3,21.1
44.486,23.837,332.7,1,1,2015-08-05, 1130,A,85,5.0,306.9,23.3
44.495,23.834,329.7,1,1,2015-08-05, 1130,A,82,5.0,304.7,18.3
44.451,23.018,340.7,1,1,2015-08-05, 1130,A,87,5.0,308.4,33.8
46.269,33.878,324.4,3.2,1.7,2015-08-05, 1130,A,77,5.0,303.7,62.5
46.267,33.836,338.9,3.2,1.7,2015-08-05, 1130,A,89,5.0,304.1,182.2
46.284,33.877,336.2,3.2,1.7,2015-08-05, 1130,A,87,5.0,304.5,160.2
46.283,33.835,360.6,3.2,1.7,2015-08-05, 1130,A,100,5.0,305.2,444.7
46.282,33.869,347.1,3.2,1.7,2015-08-05, 1130,A,94,5.0,305,269.9
46.281,33.827,350.1,3.2,1.7,2015-08-05, 1130,A,95,5.0,305,301.5
46.317,29.417,324.9,1.8,1.3,2015-08-05, 1130,A,63,5.0,305.7,15.9
46.649,30.238,335.8,2,1.4,2015-08-05, 1130,A,87,5.0,308,68.3
46.647,30.211,330.1,2,1.4,2015-08-05, 1130,A,83,5.0,307,40.5
46.651,30.23,340,2,1.4,2015-08-05, 1130,A,90,5.0,307.7,90.9
47.099,34.657,369,3.6,1.8,2015-08-05, 1130,A,100,5.0,302.1,694.8
47.115,34.656,391.8,3.6,1.8,2015-08-05, 1130,A,100,5.0,303.5,1285.5
47.107,34.701,351.7,3.6,1.8,2015-08-05, 1130,A,96,5.0,298.8,396
47.106,34.653,389,3.6,1.8,2015-08-05, 1130,A,100,5.0,305.4,1199
45.944,20.998,324.4,1,1,2015-08-05, 1130,A,73,5.0,306.5,11
46.035,21.237,337.9,1,1,2015-08-05, 1130,A,88,5.0,308.4,27.2
47.278,33.773,320.8,3.2,1.7,2015-08-05, 1130,A,58,5.0,301.8,53
47.295,33.815,321.1,3.2,1.7,2015-08-05, 1130,A,59,5.0,302.1,56.3
47.311,33.814,325.5,3.2,1.7,2015-08-05, 1130,A,61,5.0,302.2,82.2
47.253,33.601,317.4,3.2,1.7,2015-08-05, 1130,A,65,5.0,300,38.6
47.29,33.811,321.9,3.2,1.7,2015-08-05, 1130,A,75,5.0,302.1,64.3
47.289,33.768,321.3,3.2,1.7,2015-08-05, 1130,A,74,5.0,301.6,56.4
47.306,33.81,325.1,3.2,1.7,2015-08-05, 1130,A,63,5.0,302.4,80.6
46.885,26.863,345.7,1.4,1.2,2015-08-05, 1130,A,93,5.0,307.6,72.3
47.177,29.641,322.9,1.9,1.4,2015-08-05, 1130,A,59,5.0,305,22.7
47.191,29.665,325.7,1.9,1.4,2015-08-05, 1130,A,68,5.0,302.8,33.3
47.189,29.64,328.6,1.9,1.4,2015-08-05, 1130,A,79,5.0,302.3,43.7
45.702,17.704,317.3,1.2,1.1,2015-08-05, 1130,A,59,5.0,302.7,12.3
47.476,33.877,320.2,3.3,1.7,2015-08-05, 1130,A,49,5.0,301.9,52.1
47.215,27.831,323,1.6,1.2,2015-08-05, 1130,A,72,5.0,306,17.4
47.468,30.145,325.9,2.1,1.4,2015-08-05, 1130,A,76,5.0,307,28
47.468,30.14,325.8,2.1,1.4,2015-08-05, 1130,A,77,5.0,307,26.9
47.58,31.345,322,2.4,1.5,2015-08-05, 1130,A,75,5.0,302.2,29.1
48.053,29.816,322.3,2,1.4,2015-08-05, 1130,A,61,5.0,304.6,27.4
48.173,30.482,327.4,2.2,1.4,2015-08-05, 1130,A,80,5.0,303.6,63.6
48.171,30.453,320.9,2.2,1.4,2015-08-05, 1130,A,59,5.0,302.4,34.1
48.686,33.265,323.9,3.1,1.7,2015-08-05, 1130,A,71,5.0,304.6,82.2
48.685,33.304,319.9,3.1,1.7,2015-08-05, 1130,A,54,5.0,302.5,55.2
48.683,33.26,324.9,3.1,1.7,2015-08-05, 1130,A,74,5.0,304.3,86.6
48.784,31.378,318.9,2.5,1.5,2015-08-05, 1130,A,63,5.0,299.2,41.6
48.476,25.854,322.2,1.3,1.1,2015-08-05, 1130,A,65,5.0,304.5,18.1
48.475,25.836,323.5,1.3,1.1,2015-08-05, 1130,A,76,5.0,302.3,21.2
48.604,26.513,321.3,1.4,1.2,2015-08-05, 1130,A,32,5.0,302,14.1
48.608,26.507,322.5,1.4,1.2,2015-08-05, 1130,A,27,5.0,302,14.4
49.098,26.765,319.7,1.5,1.2,2015-08-05, 1130,A,31,5.0,296.9,21.9
49.034,26.076,393.1,1.4,1.2,2015-08-05, 1130,A,100,5.0,304.6,329.7
-9.6,148.541,306.6,1.2,1.1,2015-08-05, 1230,T,47,5.0,290.5,14.4
-25.174,153.27,310.5,1.1,1,2015-08-05, 1225,T,67,5.0,285.1,18.1
-23.515,151.025,309.7,1.3,1.1,2015-08-05, 1225,T,67,5.0,285.4,25.4
-22.154,149.486,319.2,1.5,1.2,2015-08-05, 1225,T,98,5.0,280.6,54.4
-22.156,149.472,306.2,1.5,1.2,2015-08-05, 1225,T,43,5.0,281.4,29.6
-19.305,146.433,307.5,2.3,1.5,2015-08-05, 1225,T,54,5.0,285.6,50.7
-19.296,146.426,307,2.3,1.5,2015-08-05, 1225,T,29,5.0,286.1,45.6
34.469,133.43,315.5,2.2,1.4,2015-08-05, 1240,T,88,5.0,297.5,44.3
34.467,133.424,313.4,2.2,1.4,2015-08-05, 1240,T,82,5.0,297.4,38.4
35.935,140.683,319.9,1,1,2015-08-05, 1240,T,99,5.0,297.9,18.9
40.537,141.497,336.2,1.1,1,2015-08-05, 1240,T,100,5.0,296.9,47.8
62.886,119.149,305.9,1.5,1.2,2015-08-05, 1250,T,38,5.0,287.1,24.2
62.88,119.123,306.3,1.5,1.2,2015-08-05, 1250,T,44,5.0,287.1,24
62.862,119.045,308.3,1.5,1.2,2015-08-05, 1250,T,60,5.0,289.8,26.9
49.71,24.269,327.9,1.2,1.1,2015-08-05, 1135,A,81,5.0,305.3,28.9
49.634,23.514,338.8,1.1,1.1,2015-08-05, 1135,A,89,5.0,305.4,43.4
49.881,25.6,368.4,1.3,1.1,2015-08-05, 1135,A,100,5.0,304,163.8
49.879,25.582,346.5,1.3,1.1,2015-08-05, 1135,A,93,5.0,301.4,79
48.265,14.331,326.2,1.5,1.2,2015-08-05, 1135,A,51,5.0,308.3,31.9
50.545,27.399,331.5,1.6,1.3,2015-08-05, 1135,A,84,5.0,296.7,64.8
50.652,26.037,313.5,1.4,1.2,2015-08-05, 1135,A,53,5.0,298.4,10.1
50.908,28.618,324.1,1.9,1.3,2015-08-05, 1135,A,77,5.0,305.3,29.8
50.069,20.083,321,1,1,2015-08-05, 1135,A,42,5.0,304.4,9
50.339,19.336,318.1,1,1,2015-08-05, 1135,A,68,5.0,302.8,9.7
50.333,19.295,322.8,1,1,2015-08-05, 1135,A,66,5.0,304,13.1
50.331,19.281,322.1,1,1,2015-08-05, 1135,A,63,5.0,305.6,12.5
50.465,17.95,322.7,1,1,2015-08-05, 1135,A,67,5.0,303.4,10.3
50.463,17.936,325.2,1,1,2015-08-05, 1135,A,76,5.0,305,14.4
51.61,27.576,320,1.7,1.3,2015-08-05, 1135,A,58,5.0,306.7,25.9
50.05,15.553,354.7,1.2,1.1,2015-08-05, 1135,A,97,5.0,299.9,100.8
50.047,15.536,328.9,1.2,1.1,2015-08-05, 1135,A,82,5.0,299.9,32.7
50.894,19.252,319.6,1,1,2015-08-05, 1135,A,61,5.0,301,9.3
50.892,19.238,324.2,1,1,2015-08-05, 1135,A,77,5.0,302.7,14.6
51.691,25.354,322,1.4,1.2,2015-08-05, 1135,A,55,5.0,305.5,13.1
52.209,34.292,319,3.7,1.8,2015-08-05, 1135,A,49,5.0,294.4,90.1
51.658,24.119,330.2,1.2,1.1,2015-08-05, 1135,A,78,5.0,305.1,32.1
51.657,24.114,323.4,1.2,1.1,2015-08-05, 1135,A,50,5.0,304.7,19.2
48.961,4.037,312.1,4.6,2,2015-08-05, 1135,A,35,5.0,292.3,70
48.961,4.035,311.5,4.6,2,2015-08-05, 1135,A,32,5.0,292.1,65.4
52.148,10.395,315.4,1.8,1.3,2015-08-05, 1135,A,64,5.0,301.1,23.3
53.132,8.681,310.8,2,1.4,2015-08-05, 1135,A,43,5.0,297.6,25.8
19.446,-155.076,321,1,1,2015-08-05, 1205,A,100,5.0,292.3,26.2
19.438,-155.087,313,1,1,2015-08-05, 1205,A,81,5.0,291.2,17.1
19.437,-155.078,350.8,1,1,2015-08-05, 1205,A,100,5.0,298.3,76.3
19.435,-155.068,333.1,1,1,2015-08-05, 1205,A,100,5.0,294.6,41.5
19.434,-155.059,315.8,1,1,2015-08-05, 1205,A,27,5.0,292.7,18
19.431,-155.04,308.3,1,1,2015-08-05, 1205,A,58,5.0,291,12.2
