latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
33.896,-87.085,299.9,0.6,0.7,2016-06-22,0640,N,nominal,1.0NRT,286.8,0,N
33.896,-87.078,305.4,0.6,0.7,2016-06-22,0640,N,nominal,1.0NRT,287.5,0,N
33.446,-88.584,304.7,0.7,0.8,2016-06-22,0640,N,nominal,1.0NRT,288.8,0,N
33.439,-88.577,306.4,0.7,0.8,2016-06-22,0640,N,nominal,1.0NRT,288.4,0,N
33.439,-88.57,304.1,0.7,0.8,2016-06-22,0640,N,nominal,1.0NRT,288.4,0,N
33.271,-86.027,299.7,0.5,0.7,2016-06-22,0640,N,nominal,1.0NRT,287,0,N
33.249,-86.82,302.3,0.5,0.7,2016-06-22,0640,N,nominal,1.0NRT,287.8,0,N
33.223,-86.816,302.7,0.5,0.7,2016-06-22,0640,N,nominal,1.0NRT,288,0,N
33.216,-86.792,306.6,0.5,0.7,2016-06-22,0640,N,nominal,1.0NRT,287.6,0,N
33.232,-87.515,316.3,0.6,0.7,2016-06-22,0640,N,nominal,1.0NRT,288.2,0,N
33.219,-86.816,306,0.5,0.7,2016-06-22,0640,N,nominal,1.0NRT,288.2,0,N
33.218,-86.792,309.4,0.5,0.7,2016-06-22,0640,N,nominal,1.0NRT,288.3,0,N
33.232,-87.514,314.8,0.6,0.7,2016-06-22,0640,N,nominal,1.0NRT,288.1,0,N
33.232,-87.507,303.5,0.6,0.7,2016-06-22,0640,N,nominal,1.0NRT,287.6,0,N
33.09,-85.629,307.7,0.5,0.7,2016-06-22,0640,N,nominal,1.0NRT,288.6,0,N
33.105,-86.801,304.7,0.5,0.7,2016-06-22,0640,N,nominal,1.0NRT,288.1,0,N
33.093,-86.808,306.6,0.5,0.7,2016-06-22,0640,N,nominal,1.0NRT,288.5,0,N
33.102,-86.801,302.9,0.5,0.7,2016-06-22,0640,N,nominal,1.0NRT,288.4,0,N
33.09,-86.807,309.2,0.5,0.7,2016-06-22,0640,N,nominal,1.0NRT,288.6,0,N
32.714,-83.973,311.7,0.4,0.6,2016-06-22,0640,N,nominal,1.0NRT,288.4,0,N
32.099,-82.179,310.6,0.6,0.5,2016-06-22,0640,N,nominal,1.0NRT,290.3,0,N
31.409,-84.198,302.5,0.4,0.6,2016-06-22,0640,N,nominal,1.0NRT,290.4,0,N
31.152,-87.989,325.4,0.6,0.7,2016-06-22,0640,N,nominal,1.0NRT,290.9,0,N
30.945,-88.012,311.8,0.6,0.7,2016-06-22,0640,N,nominal,1.0NRT,290.1,0,N
30.939,-88.019,306,0.6,0.7,2016-06-22,0640,N,nominal,1.0NRT,289.1,0,N
30.939,-88.013,305.1,0.6,0.7,2016-06-22,0640,N,nominal,1.0NRT,289.7,0,N
30.07,-83.523,304.9,0.3,0.6,2016-06-22,0640,N,nominal,1.0NRT,292.2,0,N
29.572,-82.959,300.9,0.6,0.5,2016-06-22,0640,N,nominal,1.0NRT,290.1,0,N
28.758,-88.273,338.8,0.6,0.7,2016-06-22,0640,N,nominal,1.0NRT,291.1,0,N
28.757,-88.267,333.5,0.6,0.7,2016-06-22,0640,N,nominal,1.0NRT,291.5,0,N
23.137,-82.322,322.7,0.4,0.5,2016-06-22,0640,N,nominal,1.0NRT,290.7,0,N
23.135,-82.322,340.2,0.4,0.5,2016-06-22,0640,N,nominal,1.0NRT,291.1,0,N
23.011,-82.745,301.7,0.5,0.5,2016-06-22,0640,N,nominal,1.0NRT,286.1,0,N
18.93,-70.354,302.7,0.5,0.5,2016-06-22,0645,N,nominal,1.0NRT,286.1,0,N
18.926,-70.355,307.8,0.5,0.5,2016-06-22,0645,N,nominal,1.0NRT,286.4,0,N
20.943,-89.667,304.3,0.6,0.7,2016-06-22,0645,N,nominal,1.0NRT,278.8,0,N
48.426,-71.175,296.9,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,280.5,0,N
45.818,-72.374,301.1,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,281.5,0,N
45.839,-73.246,327.6,0.5,0.4,2016-06-22,0635,N,nominal,1.0NRT,285.1,0,N
45.84,-73.252,300.8,0.5,0.4,2016-06-22,0635,N,nominal,1.0NRT,284.2,0,N
45.836,-73.253,301,0.5,0.4,2016-06-22,0635,N,nominal,1.0NRT,283.5,0,N
46.514,-84.397,320.1,0.5,0.7,2016-06-22,0635,N,nominal,1.0NRT,281.9,0,N
45.628,-73.498,297.3,0.5,0.4,2016-06-22,0635,N,nominal,1.0NRT,285.6,0,N
45.561,-73.623,296.2,0.5,0.4,2016-06-22,0635,N,nominal,1.0NRT,283.1,0,N
45.972,-85.881,295.1,0.6,0.7,2016-06-22,0635,N,nominal,1.0NRT,280.3,0,N
45.114,-73.013,297,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,286.8,0,N
44.466,-72.687,300.7,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,281.2,0,N
44.462,-72.688,327.8,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,281.2,0,N
45.074,-83.405,318.2,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,287.3,0,N
45.074,-83.405,318.4,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,286.9,0,N
43.996,-73.667,296.9,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,280.6,0,N
44.169,-76.8,296.9,0.4,0.5,2016-06-22,0635,N,nominal,1.0NRT,284.5,0,N
44.054,-77.123,304.8,0.4,0.5,2016-06-22,0635,N,nominal,1.0NRT,285.9,0,N
42.107,-72.032,299.3,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,284,0,N
41.75,-71.106,302.2,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,286.1,0,N
41.711,-71.881,320.1,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,286,0,N
41.71,-71.883,318.7,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,285.6,0,N
42.299,-83.154,323.9,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,282.5,0,N
42.3,-83.174,299.3,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,281,0,N
42.3,-83.159,300,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,283,0,N
42.294,-83.17,308.9,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,279.9,0,N
42.294,-83.165,312.5,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,281.8,0,N
42.27,-83.123,311.7,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,286.3,0,N
42.259,-83.133,321.1,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,286.9,0,N
42.266,-83.438,308.8,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,285.3,0,N
42.254,-83.134,304.2,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,285.6,0,N
42.254,-83.129,304.4,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,286.8,0,N
42.243,-83.14,303.3,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,286.9,0,N
42.244,-83.136,303.8,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,287.1,0,N
41.436,-75.597,308.5,0.5,0.4,2016-06-22,0635,N,nominal,1.0NRT,283.6,0,N
41.435,-75.598,310.1,0.5,0.4,2016-06-22,0635,N,nominal,1.0NRT,282.9,0,N
41.463,-81.676,355.2,0.3,0.6,2016-06-22,0635,N,nominal,1.0NRT,292.4,0,N
41.463,-81.672,309.2,0.3,0.6,2016-06-22,0635,N,nominal,1.0NRT,289,0,N
41.458,-81.677,337.5,0.3,0.6,2016-06-22,0635,N,nominal,1.0NRT,291,0,N
41.453,-81.677,341.9,0.3,0.6,2016-06-22,0635,N,nominal,1.0NRT,291.6,0,N
41.467,-83.37,322,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,288.2,0,N
41.467,-83.365,304.9,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,287.2,0,N
41.462,-83.37,296.2,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,286,0,N
41.461,-83.365,298.4,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,286.5,0,N
41.395,-82.548,306.8,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,288.1,0,N
40.636,-74.221,312.7,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,296,0,N
40.635,-74.216,305.1,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,292.2,0,N
40.627,-74.207,301.4,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,290.1,0,N
40.73,-75.304,301,0.5,0.4,2016-06-22,0635,N,nominal,1.0NRT,288.7,0,N
40.592,-74.212,301,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,289.6,0,N
41.368,-84.927,319.9,0.5,0.7,2016-06-22,0635,N,nominal,1.0NRT,285.1,0,N
41.368,-84.921,317.3,0.5,0.7,2016-06-22,0635,N,nominal,1.0NRT,285.7,0,N
41.373,-84.926,299.8,0.5,0.7,2016-06-22,0635,N,nominal,1.0NRT,287.5,0,N
41.373,-84.92,298.3,0.5,0.7,2016-06-22,0635,N,nominal,1.0NRT,286.7,0,N
41.367,-84.926,329.7,0.5,0.7,2016-06-22,0635,N,nominal,1.0NRT,285.5,0,N
40.892,-77.712,328.5,0.4,0.5,2016-06-22,0635,N,nominal,1.0NRT,289.2,0,N
41.367,-84.92,304.4,0.5,0.7,2016-06-22,0635,N,nominal,1.0NRT,285.3,0,N
40.624,-75.309,297.7,0.5,0.4,2016-06-22,0635,N,nominal,1.0NRT,286.9,0,N
41.223,-83.213,311.2,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,286.8,0,N
41.223,-83.208,301.7,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,286,0,N
40.473,-75.893,302,0.5,0.4,2016-06-22,0635,N,nominal,1.0NRT,290.6,0,N
41.118,-85.353,304.6,0.5,0.7,2016-06-22,0635,N,nominal,1.0NRT,285.2,0,N
40.78,-81.396,303.5,0.6,0.6,2016-06-22,0635,N,nominal,1.0NRT,288.5,0,N
40.155,-74.771,302.6,0.4,0.4,2016-06-22,0635,N,nominal,1.0NRT,291.1,0,N
40.78,-81.394,300.2,0.6,0.6,2016-06-22,0635,N,nominal,1.0NRT,288.9,0,N
40.758,-81.434,301.8,0.6,0.6,2016-06-22,0635,N,nominal,1.0NRT,287.8,0,N
40.753,-81.442,315.3,0.6,0.6,2016-06-22,0635,N,nominal,1.0NRT,287.2,0,N
40.329,-76.56,302.4,0.5,0.4,2016-06-22,0635,N,nominal,1.0NRT,289.6,0,N
40.61,-79.725,298.7,0.5,0.5,2016-06-22,0635,N,nominal,1.0NRT,288.4,0,N
40.792,-82.527,298.7,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,288,0,N
40.233,-76.844,310.2,0.5,0.4,2016-06-22,0635,N,nominal,1.0NRT,289.4,0,N
40.722,-84.129,301.6,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,287.9,0,N
40.722,-84.128,301.6,0.4,0.6,2016-06-22,0635,N,nominal,1.0NRT,287.8,0,N
40.394,-79.854,339,0.5,0.5,2016-06-22,0635,N,nominal,1.0NRT,291.5,0,N
40.395,-79.86,307.4,0.5,0.5,2016-06-22,0635,N,nominal,1.0NRT,291.1,0,N
39.968,-75.823,302.2,0.5,0.4,2016-06-22,0635,N,nominal,1.0NRT,289.9,0,N
40.303,-79.875,305.8,0.5,0.5,2016-06-22,0635,N,nominal,1.0NRT,292,0,N
40.321,-80.608,339.6,0.6,0.5,2016-06-22,0635,N,nominal,1.0NRT,290.1,0,N
39.94,-76.813,313.3,0.5,0.4,2016-06-22,0635,N,nominal,1.0NRT,290.1,0,N
40.162,-79.887,300.2,0.5,0.5,2016-06-22,0635,N,nominal,1.0NRT,289.9,0,N
40.013,-79.636,298.3,0.5,0.5,2016-06-22,0635,N,nominal,1.0NRT,287.2,0,N
26.886,-101.413,324.1,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,296.2,0,N
26.888,-101.449,338.9,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,298,0,N
26.883,-101.414,323.5,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,296.1,0,N
26.89,-101.461,312.2,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,295.8,0,N
26.887,-101.461,323.2,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,297,0,N
26.886,-101.457,331.1,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,296.5,0,N
26.886,-101.454,324.8,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,297.9,0,N
26.885,-101.45,340.4,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,295.6,0,N
26.88,-101.414,342.5,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,298.4,0,N
26.887,-101.465,316.1,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,294.8,0,N
26.88,-101.418,314,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,295.6,0,N
26.879,-101.41,307.4,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,295.5,0,N
26.884,-101.466,326.5,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,294.6,0,N
26.878,-101.423,306.7,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,294.9,0,N
26.876,-101.415,305.9,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,294.5,0,N
26.856,-101.394,313.7,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,294.1,0,N
26.019,-98.486,336.9,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,294.7,0,N
25.774,-100.178,308.7,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,293.8,0,N
25.746,-100.234,310.2,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,292.9,0,N
25.722,-100.104,312.2,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,293.3,0,N
25.749,-100.319,310.6,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,295.3,0,N
25.722,-100.297,305,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,293.6,0,N
25.72,-100.306,309.3,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,295.1,0,N
25.719,-100.298,319.8,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,294.9,0,N
25.697,-100.271,311.8,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,294.6,0,N
25.698,-100.298,321.3,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,296.2,0,N
25.368,-98.355,306.4,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,293.8,0,N
25.591,-99.944,308.6,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,295.9,0,N
25.582,-99.934,324.6,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,293.6,0,N
25.58,-99.938,302.7,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,292.7,0,N
25.598,-100.93,303.4,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,290,0,N
26.557,-109.182,332.9,0.6,0.5,2016-06-22,0825,N,nominal,1.0NRT,289,0,N
26.556,-109.184,327.9,0.6,0.5,2016-06-22,0825,N,nominal,1.0NRT,288.6,0,N
26.555,-109.178,319.5,0.6,0.5,2016-06-22,0825,N,nominal,1.0NRT,288.4,0,N
26.55,-109.178,313.6,0.6,0.5,2016-06-22,0825,N,nominal,1.0NRT,288,0,N
25.77,-103.897,309.4,0.5,0.4,2016-06-22,0825,N,nominal,1.0NRT,290.9,0,N
25.64,-103.435,314.6,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,292.8,0,N
26.15,-107.739,300.4,0.5,0.5,2016-06-22,0825,N,nominal,1.0NRT,263.4,0,N
26.149,-107.733,295.3,0.5,0.5,2016-06-22,0825,N,nominal,1.0NRT,261.9,0,N
26.145,-107.739,295.8,0.5,0.5,2016-06-22,0825,N,nominal,1.0NRT,261.2,0,N
25.488,-103.397,315,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,294.9,0,N
20.947,-89.665,302.8,0.5,0.7,2016-06-22,0825,N,nominal,1.0NRT,287.7,0,N
20.946,-89.664,305.5,0.5,0.7,2016-06-22,0825,N,nominal,1.0NRT,287.7,0,N
22.262,-97.805,319.1,0.5,0.4,2016-06-22,0825,N,nominal,1.0NRT,294,0,N
22.044,-98.869,309.6,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,291.5,0,N
19.601,-92.292,367,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,291.7,0,N
19.6,-92.289,321.8,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,291,0,N
19.602,-92.296,306.6,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.7,0,N
19.566,-92.183,312.9,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290,0,N
19.567,-92.24,326.1,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.9,0,N
19.566,-92.237,367,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,294.1,0,N
19.566,-92.233,310.6,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.8,0,N
19.564,-92.185,323.2,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.6,0,N
19.564,-92.238,367,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,292.4,0,N
19.564,-92.235,348.1,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,291.2,0,N
19.565,-92.242,316.4,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.7,0,N
19.518,-92.154,347.1,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,292,0,N
19.519,-92.158,305.9,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290,0,N
19.52,-92.188,314.8,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.4,0,N
19.513,-92.155,308.5,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.1,0,N
19.442,-92.036,331.8,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.9,0,N
19.441,-92.033,335.9,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.7,0,N
19.436,-92.034,367,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.2,0,N
19.437,-92.038,318.6,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.9,0,N
19.428,-92.079,326.7,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.8,0,N
19.428,-92.075,309.1,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.8,0,N
20.516,-97.478,308.2,0.5,0.4,2016-06-22,0825,N,nominal,1.0NRT,290.4,0,N
19.423,-92.08,305.8,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.7,0,N
19.422,-92.076,313.8,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.7,0,N
19.402,-92.038,306.9,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.7,0,N
19.428,-92.078,330,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.7,0,N
19.423,-92.079,313.5,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.6,0,N
19.403,-92.041,310.4,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290,0,N
19.398,-92.042,334.5,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.4,0,N
19.397,-92.038,305.2,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.8,0,N
19.392,-92.043,350.5,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.2,0,N
19.391,-92.04,334.3,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.1,0,N
19.393,-92.047,308,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.8,0,N
19.367,-92.006,325.3,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290,0,N
19.377,-92.051,308.1,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.6,0,N
19.294,-92.175,331.7,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.6,0,N
19.294,-92.172,367,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,292.2,0,N
19.293,-92.168,341,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.9,0,N
19.3,-92.201,318.4,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.1,0,N
19.243,-92.253,309,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.7,0,N
19.242,-92.252,315.1,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.8,0,N
21.118,-103.547,299.5,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,277.6,0,N
21.114,-103.543,302.7,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,276.4,0,N
20.578,-101.163,301.6,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,281.5,0,N
20.526,-100.924,296.9,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,282.2,0,N
20.523,-100.925,299.5,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,284.9,0,N
18.869,-92.624,336.5,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.1,0,N
18.868,-92.621,305.8,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.3,0,N
20.049,-99.281,301.7,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,288.1,0,N
20.048,-99.277,308.6,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,289.9,0,N
20.029,-99.272,298.6,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,284,0,N
18.647,-92.168,308.7,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,285.7,0,N
18.642,-92.173,367,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,287.3,0,N
18.642,-92.169,311.3,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,287.2,0,N
19.997,-99.21,304.7,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,286.5,0,N
19.974,-99.184,307.5,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,285.5,0,N
19.178,-96.237,310.5,0.4,0.5,2016-06-22,0825,N,nominal,1.0NRT,289.4,0,N
19.179,-96.236,309.1,0.4,0.5,2016-06-22,0825,N,nominal,1.0NRT,289.3,0,N
18.452,-92.784,300.4,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,287.8,0,N
18.438,-93.166,327.8,0.3,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.7,0,N
18.438,-93.163,325.1,0.3,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.7,0,N
19.579,-99.203,298.5,0.4,0.4,2016-06-22,0825,N,nominal,1.0NRT,284.2,0,N
18.335,-93.421,311.5,0.3,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.4,0,N
18.334,-93.418,306.8,0.3,0.6,2016-06-22,0825,N,nominal,1.0NRT,288.5,0,N
18.22,-93.896,304.1,0.6,0.6,2016-06-22,0825,N,nominal,1.0NRT,287.6,0,N
17.899,-92.489,308.7,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,287,0,N
17.894,-92.491,367,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,290.9,0,N
17.895,-92.494,309.8,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,287,0,N
17.893,-92.487,314,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,287.2,0,N
18.202,-94.005,312.4,0.6,0.6,2016-06-22,0825,N,nominal,1.0NRT,288.1,0,N
18.968,-97.96,296.1,0.5,0.4,2016-06-22,0825,N,nominal,1.0NRT,282.4,0,N
17.877,-92.491,305.2,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,286.9,0,N
18.205,-94.005,305.9,0.6,0.6,2016-06-22,0825,N,nominal,1.0NRT,288,0,N
17.894,-92.494,323.6,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,287.2,0,N
17.893,-92.49,349.5,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,289.5,0,N
18.201,-94.006,303.4,0.6,0.6,2016-06-22,0825,N,nominal,1.0NRT,287.9,0,N
17.876,-92.49,309.2,0.4,0.6,2016-06-22,0825,N,nominal,1.0NRT,286.3,0,N
19.024,-98.622,322.6,0.5,0.4,2016-06-22,0825,N,nominal,1.0NRT,279.8,0,N
19.021,-98.623,300.4,0.5,0.4,2016-06-22,0825,N,nominal,1.0NRT,270.1,0,N
18.008,-93.446,331.2,0.3,0.6,2016-06-22,0825,N,nominal,1.0NRT,288.8,0,N
18.003,-93.447,304.1,0.3,0.6,2016-06-22,0825,N,nominal,1.0NRT,288.3,0,N
18.091,-94.049,330.3,0.6,0.6,2016-06-22,0825,N,nominal,1.0NRT,286.3,0,N
18.096,-94.049,300.5,0.6,0.6,2016-06-22,0825,N,nominal,1.0NRT,283.8,0,N
18.091,-94.05,314.4,0.6,0.6,2016-06-22,0825,N,nominal,1.0NRT,286,0,N
18.034,-93.92,323.4,0.6,0.6,2016-06-22,0825,N,nominal,1.0NRT,288.5,0,N
18.029,-93.921,324.9,0.6,0.6,2016-06-22,0825,N,nominal,1.0NRT,287.8,0,N
18.03,-93.927,319,0.6,0.6,2016-06-22,0825,N,nominal,1.0NRT,287.6,0,N
17.91,-93.522,307.6,0.3,0.6,2016-06-22,0825,N,nominal,1.0NRT,287.3,0,N
17.868,-93.498,308.8,0.3,0.6,2016-06-22,0825,N,nominal,1.0NRT,278.4,0,N
17.892,-93.912,304.8,0.3,0.6,2016-06-22,0825,N,nominal,1.0NRT,288,0,N
41.395,-82.547,308.7,0.4,0.6,2016-06-22,0820,N,nominal,1.0NRT,287.7,0,N
41.471,-83.366,295.3,0.4,0.6,2016-06-22,0820,N,nominal,1.0NRT,282.6,0,N
41.466,-83.368,308.3,0.4,0.6,2016-06-22,0820,N,nominal,1.0NRT,282.6,0,N
41.465,-83.364,295.9,0.4,0.6,2016-06-22,0820,N,nominal,1.0NRT,282.7,0,N
41.46,-83.367,304.4,0.4,0.6,2016-06-22,0820,N,nominal,1.0NRT,282.2,0,N
40.803,-81.334,303.4,0.5,0.7,2016-06-22,0820,N,nominal,1.0NRT,287.3,0,N
40.757,-81.44,296.4,0.5,0.7,2016-06-22,0820,N,nominal,1.0NRT,285.6,0,N
40.755,-81.435,302.2,0.5,0.7,2016-06-22,0820,N,nominal,1.0NRT,285.3,0,N
40.304,-79.873,299.2,0.6,0.7,2016-06-22,0820,N,nominal,1.0NRT,289,0,N
40.757,-81.431,302.2,0.5,0.7,2016-06-22,0820,N,nominal,1.0NRT,285.1,0,N
40.753,-81.439,304,0.5,0.7,2016-06-22,0820,N,nominal,1.0NRT,284.9,0,N
41.225,-83.209,327.3,0.4,0.6,2016-06-22,0820,N,nominal,1.0NRT,288.5,0,N
40.569,-81.09,298.2,0.5,0.7,2016-06-22,0820,N,nominal,1.0NRT,283.4,0,N
44.995,-108.628,300,0.4,0.6,2016-06-22,0820,N,nominal,1.0NRT,286.4,0,N
44.259,-104.507,335.3,0.5,0.5,2016-06-22,0820,N,nominal,1.0NRT,287.9,0,N
44.259,-104.5,348.1,0.5,0.5,2016-06-22,0820,N,nominal,1.0NRT,290.2,0,N
39.637,-80.013,296.7,0.6,0.7,2016-06-22,0820,N,nominal,1.0NRT,285.6,0,N
44.254,-104.501,354.9,0.5,0.5,2016-06-22,0820,N,nominal,1.0NRT,298.8,0,N
44.255,-104.508,305.2,0.5,0.5,2016-06-22,0820,N,nominal,1.0NRT,285.6,0,N
