latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
29.583,-81.281,328.3,1,1,2016-11-29,1615,T,84,6.0NRT,293.5,24,D
29.581,-81.271,351.7,1,1,2016-11-29,1615,T,96,6.0NRT,292.9,65.4,D
29.579,-81.26,309.8,1,1,2016-11-29,1615,T,63,6.0NRT,293.2,6.1,D
28.776,-81.445,306.1,1,1,2016-11-29,1615,T,58,6.0NRT,284.7,5.8,D
28.655,-80.851,315.5,1.1,1,2016-11-29,1615,T,52,6.0NRT,288.7,12,D
28.236,-81.535,307.7,1,1,2016-11-29,1615,T,62,6.0NRT,275.3,8.8,D
27.782,-80.567,374.1,1.1,1.1,2016-11-29,1615,T,100,6.0NRT,290.6,152.1,D
27.78,-80.556,317.2,1.1,1.1,2016-11-29,1615,T,75,6.0NRT,286.3,14.3,D
27.778,-80.574,351.2,1.1,1.1,2016-11-29,1615,T,91,6.0NRT,288.6,74.6,D
27.776,-80.562,348.9,1.1,1.1,2016-11-29,1615,T,83,6.0NRT,289.5,68.7,D
27.496,-80.516,309.3,1.1,1.1,2016-11-29,1615,T,32,6.0NRT,291.7,5.3,D
27.492,-80.523,314.9,1.1,1.1,2016-11-29,1615,T,72,6.0NRT,293,10.9,D
27.149,-80.688,308.8,1.1,1.1,2016-11-29,1615,T,51,6.0NRT,292.4,7,D
27.033,-80.224,307.6,1.2,1.1,2016-11-29,1615,T,61,6.0NRT,292,6.5,D
27.051,-80.45,323.3,1.2,1.1,2016-11-29,1615,T,81,6.0NRT,293.3,22.5,D
26.76,-80.311,304.2,1.2,1.1,2016-11-29,1615,T,42,6.0NRT,286.4,4.1,D
26.758,-80.3,305,1.2,1.1,2016-11-29,1615,T,48,6.0NRT,287.2,4.8,D
27.066,-82.332,318.4,1,1,2016-11-29,1615,T,76,6.0NRT,293.3,14.2,D
26.912,-81.694,309,1,1,2016-11-29,1615,T,39,6.0NRT,289.8,5.2,D
26.729,-81.067,316.3,1.1,1,2016-11-29,1615,T,73,6.0NRT,296.8,11.5,D
26.727,-81.056,337,1.1,1,2016-11-29,1615,T,89,6.0NRT,297.6,39.7,D
26.625,-80.674,319.9,1.1,1.1,2016-11-29,1615,T,73,6.0NRT,290.7,18,D
26.623,-80.662,335.7,1.2,1.1,2016-11-29,1615,T,77,6.0NRT,289.3,42,D
26.629,-80.813,309.2,1.1,1.1,2016-11-29,1615,T,52,6.0NRT,293.9,6.3,D
22.623,-80.672,317.4,1.3,1.1,2016-11-29,1620,T,71,6.0NRT,296.5,16.9,D
22.623,-81.212,316.9,1.2,1.1,2016-11-29,1620,T,70,6.0NRT,301.5,9.5,D
22.613,-81.214,325.3,1.2,1.1,2016-11-29,1620,T,80,6.0NRT,301.7,20.4,D
22.61,-81.209,315.4,1.2,1.1,2016-11-29,1620,T,52,6.0NRT,301.6,8.3,D
22.924,-83.314,314.3,1,1,2016-11-29,1620,T,62,6.0NRT,300,7.9,D
22.923,-83.305,327.1,1,1,2016-11-29,1620,T,82,6.0NRT,301.6,20.7,D
22.743,-82.272,313.1,1.1,1,2016-11-29,1620,T,63,6.0NRT,301.5,6,D
22.691,-82.823,316.8,1,1,2016-11-29,1620,T,64,6.0NRT,300.5,10.4,D
22.394,-83.287,317.5,1,1,2016-11-29,1620,T,73,6.0NRT,298.4,10.7,D
21.164,-78.323,312.5,2,1.4,2016-11-29,1620,T,66,6.0NRT,299.3,17.4,D
20.148,-77.357,310.5,2.5,1.5,2016-11-29,1620,T,39,6.0NRT,298.9,15.5,D
19.54,-90.377,306.3,1.8,1.3,2016-11-29,1620,T,44,6.0NRT,289.3,10.7,D
17.848,-93.131,316.4,2.7,1.6,2016-11-29,1620,T,72,6.0NRT,299,37.3,D
